count	name
3	( 53 )
3	546
3	5,6-dihydrothieno[2,3-e]indole
3	58.9
3	59.5
3	5-alkanamido-2-oxindole
3	5c
3	5-fluoro-2-oxo-1,2-dihydro-5-(2-diethylamino-ethyl)-2-[4-(2,3-difluoro-phenyl)-2-oxo-1,2-dihydro-indol-3-ylidenemethyl]-3-methyl-1,5,6,7-tetrahydro-pyrrolo[3,2-c]pyridin-4-one malate
3	5g
3	5u
3	62
3	63
3	63.8
3	65
3	66
3	69
3	6-fluoro-2-(4-(6-(fluoromethyl)pyridin-2-yl)but-3-ynyl)H-imidazo[1,2-a]pyridine
3	(6-phenoxy-2-pyridyl)methyl ester
3	6R
3	70-g
3	7.3
3	74.5
3	74.8
3	75S
3	77
3	7-azabenzotriazol-1-yl-N,N,N′N′-tetramethyluronium
3	7-chloro-1-hydroxy-3-(2-phenethyl)-3,4,5,10-tetrahydropyridazino[4,5-b]quinoline-4,10-dione
3	7F
3	7R
3	7α-methyl-17α-propinyl-4-androstene-3β,17β,19-triol
3	84.5
3	84.6
3	87
3	8786
3	880
3	8-(benzyloxy)-2-(4-(trimethylsilyl)but-3-ynyl)H-imidazo[1,2-a]pyridine
3	8-chloro
3	8-chloro-2-(4-(pyridin-2-yl)but-3-ynyl)H-imidazo[1,2-a]pyridine
3	8-t-butyldimethylsilyloxy-1-(2,2-dimethyl-1,3-doxolan-4-yl)-2-hydroxyoctan-4-one
3	92.9
3	95.8
3	98
3	9a
3	A3
3	A-473191
3	above-titled compound
3	acetals
3	acetyl
3	acetylsulfanyl ester
3	acylated phenylalanine anilide
3	addition compound
3	A-H2O
3	AIBN
3	Aldehyde
3	alkanes
3	aluminum amalgam
3	amide-MBHA
3	amides
3	ammonium salts
3	ArH
3	azidoaryl-substituted cyclooctene
3	benzhydryl ester
3	benzyl maltol
3	biarylether
3	bis-3-hydroxypropyl terephthalate
3	bis (4,5-t-butyldimethylsilyl) ether
3	bis-alkylated material
3	bis-hydrogen bromide
3	BL-P2013
3	boric acid ester
3	bronze
3	brownish gum
3	brownish liquid
3	C-1 alcohol
3	(C5H11)3Ta
3	carbocyclic
3	carboxamide
3	carboxylic acid ethyl ester
3	carboxymethyl cellulose
3	cephems
3	CH3 (CH2)4COOCH2I
3	chitosan
3	chloride salt
3	chloroform hexanes acetone
3	cis-cyclobutyl
3	colored crystals
3	colorless gum
3	colorless solidified oil
3	compound 1005
3	compound ( 101 )
3	compound 1010
3	compound 104
3	compound 133
3	compound 168
3	compound 171
3	compound 190
3	compound 196
3	Compound 1f
3	compound #20
3	Compound 2008
3	Compound 2009
3	Compound 212
3	compound #23
3	compound 260
3	compound 27
3	Compound 27j
3	Compound 27z
3	Compound 35
3	Compound 38
3	Compound 3.S
3	compound #4
3	compound 4001
3	compound 4003
3	compound 41
3	Compound 42
3	Compound 44
3	compound 51B
3	compound 51C
3	compound 53
3	compound 56
3	Compound 61
3	Compound 84
3	compound E
3	Compound E
3	compound ( G )
3	Compound VI
3	concentrated solution
3	condensation product
3	crude adduct
3	crude pale-yellow oil
3	crude products
3	crystalline product
3	Cu
3	(±)-cucurbitine
3	cyclic amide
3	cyclic carbonate
3	cyclic peptide
3	cyclic urea
3	cyclopentadienyl
3	DCM Hexanes
3	DEAE silica
3	desired compounds
3	desired intermediate ( a )
3	desired monomer
3	desired product ( 1-10 )
3	desired product ( 1-11 )
3	desired product ( 4-11 )
3	desired product ( 4-7 )
3	desired title compound
3	diacetate ester
3	diacylated compound
3	dialkali metal
3	dibromo
3	dichloride
3	diethyl ester
3	diformate
3	dihydrofluoride
3	dihydroxycalcium ferrous malate
3	di-O-(p-chloro phenoxy isobutyrate)
3	diphenyl
3	di-potassium
3	di-p-toluenesulfonate
3	di-trimethylolpropane
3	eluent 99/01
3	epoxy
3	Et2O-EtOAc-hexanes
3	ether-methanol
3	ether-pentane
3	ether-petether
3	ethyl acetate-1 hexane
3	ethyl acetate-ether
3	ethyl acetate heptanes
3	Ethyl acetate petroleum ether
3	EtOAc Heptanes
3	EtOAc-petrol ether
3	Example 10
3	Example 20
3	Example 2-2
3	Example 4-4
3	Example 53
3	example 8
3	( F )
3	F2
3	ferric sulfate
3	filtrate
3	fine white crystals
3	Formula 106
3	Formula 19
3	formula 21
3	Formula 304
3	Formula 4
3	Formula 5
3	Formula 9
3	Formula VII
3	formula XI
3	Formula XIII
3	Formula XXIII
3	Formula XXVI
3	Formula XXX
3	Formula XXXVII
3	green oil
3	green solid
3	( H )
3	haloorganoboronic acid
3	HClO4
3	heptaacetate
3	hexanes ethyl ether
3	hydrated dihydrochloride
3	hydrogen silsesquioxane
3	hydrolyzed product
3	hydroxamic acid
3	hydroxy aromatic ketones
3	hydroxyester
3	I-(1,4-dioxa-spiro[4.5]dec-8-yl)-1H-[1,2,4]triazole
3	imidate ester
3	intermediate 103
3	intermediate 105
3	intermediate 109
3	intermediate 11
3	intermediate 113
3	intermediate 120
3	intermediate 1-3
3	Intermediate 13
3	Intermediate 14
3	intermediate 20
3	Intermediate 21
3	intermediate 32
3	intermediate 45
3	intermediate 48
3	intermediate 51
3	intermediate 52
3	intermediate 66
3	intermediate 67
3	intermediate 68
3	intermediate 69
3	intermediate 75
3	intermediate 78
3	intermediate 82
3	intermediate 83
3	intermediate 85
3	intermediate 87
3	intermediate 95
3	intermediate 99
3	intermediate ( d )
3	iodo-trans lactone
3	iso-hexanes
3	ketene acetal
3	last-mentioned compound
3	ligroin
3	lithio
3	l-(-)-α-methylbenzylammonium
3	( m )
3	MeOH(7) NH4OH(3)
3	MeOH-ether
3	mesylate salt
3	methyl 2-(1,2-dibromo-2,2-dichloroethyl)-2,2-dimethylcyclopropanimidate
3	methyl E-1-carbomethoxy-5-phenylhept-4-enoate
3	methylene
3	mixed acid anhydride
3	monoethyl ester
3	mono formate
3	monoglycerides
3	monomethyl ester
3	mono N-acetyl
3	morpholino
3	MTBE hexanes
3	N-[2-{1-(5-bromophenyl)-1,2,3,4-tetrahydroquinolin-1-yl}]-4-methyl-1-piperazine carboxamide
3	N-[2-{1-(5-chlorophenyl)-1,2,3,4-tetrahydroquinolin-1-yl}]-4-methyl-1-piperazine carboxamide
3	N-[2-(6-methyl-1-phenyl)-1,2,3,4-tetrahydroquinolin-1-yl]-4-methyl-1-piperazine carboxamide
3	N-[3-{7-(N,N-Diethylamino)coumarin-3-carboxylamido}butyl]-2-{1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl}acetamide
3	N-(4-methyl-α-(RS)-phenylbenzyl)valeramide polystyrene
3	NAFION
3	Na-salt
3	N-benzyltropanone
3	N-BOC
3	N-carbo-(-)-menthyloxy pyrrole
3	N-Cyclopropyl-1-[3-(5-methylsulfonylpyridin-3-yl)]phenyl
3	N-formyl
3	NH3-N20-N2
3	NH4HCO3
3	nitrone
3	N,N'-carbonyldiimidazole
3	N-trityl
3	O-(3-piperidino-2-acetoxy-1-propyl)-benzhydroximic acid chloride
3	O-benzylhydroxyurea
3	olefins
3	Oleic acid ethyl esters
3	O-phthalimido
3	orange crystalline solid
3	pale brown oil
3	pale brown solid
3	pale orange oil
3	pale yellow crystal
3	pale yellow powder
3	p-chlorophenylhydrazone
3	pentafluorophenol ester
3	petrolatum ethyl acetate
3	petrol ether
3	petrol-ether
3	petrol ethyl acetate
3	Phenyl-di(2-chloroethyl)phosphoramidic chloride
3	phenyl ester
3	phosgenating-aniline formaldehyde
3	phosphate salt
3	pink solid
3	polyesters
3	poly-methacrylate
3	polynucleotide
3	powdery brown solid
3	powdery pale yellow crystals
3	powdery white solid
3	precipitating crystal
3	primary alcohol
3	product 14
3	product 2-[
3	propargyl ester
3	purple brown solid
3	quinones
3	reaction mixture
3	Reagent XV
3	required intermediate
3	resultant polymer
3	s+1H
3	(S)-(+)-2,3,6-trimethyl-5-(2,2,4-trimethyl-1,3-dioxolan-4-ethyl)-p-benzoquinone
3	saturated ester
3	selenide
3	sesquihydrate
3	SiO2 CH2Cl2
3	skin-colored needles
3	Solution A
3	solvent B
3	SR 58533
3	SR 58574
3	SR 58590
3	stannous dihydrate
3	starting compound
3	subtitled compound
3	succinic acid ester
3	sulfone
3	sulfopropyl ester
3	Swern reagent
3	tan oil
3	t-butyl ester
3	t-butyl methyl ether hexanes
3	tert-butoxycarbonyl
3	tert-butyl ester
3	tetrabutylammonium salt
3	tetracyano-1,4-hydroquinone
3	thieno[2,3-b]pyrrolizin-4-one
3	TIPS ether
3	title acid
3	title compound (±)-37
3	title compound M
3	titled compounds
3	title salt
3	total solids
3	tri-acetate
3	triamide
3	triarylmethyl acetonitrile
3	triester
3	trioxalate
3	Tris-borate
3	( VI )
3	( VIII )
3	vinyl resin
3	viscose
3	viscous liquid
3	Wittig salt
3	( X )
3	( XIX )
3	( XXII )
3	( XXXVII )
3	α-vinyl-β-piperidylacrolein
3	α,α,α-trifluoro-p-anilaldehyde oxime
3	β-lactam
3	β-substituted-β-amino-acids
2	0.01
2	0.013
2	0.022
2	0.025
2	0.042
2	0.10
2	0.11
2	0.16
2	0.19
2	0.2
2	0.239
2	0.311
2	( 0.616 )
2	0.680
2	0.80
2	0.9.g
2	1-[
2	1000u
2	( 100/3 )
2	100X
2	101
2	10,11-dihydrobibenzo[b,f]thiepin
2	10.29
2	108
2	10a
2	10-ethyl acetate
2	10g
2	10-undecane-1-ol
2	1/1
2	1.1
2	1.10
2	110-111.5
2	1,10-decane dicarboxylic acids
2	1,1,1,2,4,4,4-heptafluoro-3-trifluoromethyl-butan-2-one
2	11.26
2	113
2	114
2	115.2
2	116.4g
2	11.84
2	11a
2	1,1-di-(3-thienyl)ketene
2	1.2
2	1.20
2	121
2	1-(2-(1,3-dioxan)-2-yl)ethylidene
2	12.21
2	12.32
2	1-(2,4-dichloro)-2-tetrazol-1-yl-ethanone
2	12.6
2	1,2,6,7-tetramethyl-fluorenone
2	128.8
2	12.9
2	12b
2	1,2-bis(trisdimethylamino)silylethane
2	1-(2-cyanophenyl)-3-furyl-5-trifluoromethylpyrazole
2	12g
2	( 12β )
2	( 13 )
2	131.8
2	132.6
2	133
2	134
2	1.34
2	134.0
2	136
2	13b
2	1,3-dodecadien-5
2	1,3-methoxycarbonyl-5,7-adamantanediol
2	( 140 )
2	141.1
2	142
2	14.31
2	( 145 )
2	14.6
2	14b
2	1-(4-bromoindrazol-1-yl)-ethanone
2	15.0
2	1.521
2	15.3
2	155
2	15b
2	( 15R+S )
2	15-(tetrahydropyranyl ether)
2	16.1
2	162
2	16.3
2	165.0
2	167
2	16.75
2	16.8
2	16b
2	16p
2	17.02
2	172
2	17.4
2	177-A
2	177-B
2	178-B
2	17B
2	"17-ethyl-1,14-dihydroxy-12-[2'-(4""-(naphth-1-yloxy)-3""-hydroxycyclohexyl)-1'-methylvinyl]-23,25-dimethoxy-13,19,21,27-tetramethyl-1,28-dioxa-4-azatricyclo[22.3.1.04,9 ]-octacos-18-ene-2,3,10,16-tetraone"
2	17β,19-dihydroxy-1α,17α-dimethyl-4-androsten-3-one dipropionate
2	17β,19-dihydroxy-1α,6α,17α-trimethyl-4-androsten-3-one
2	17β,19-dihydroxy-4,7α-methyl-4-androsten-3-one
2	17β,19-dihydroxy-6α,17α-dimethyl-1,4-androstadien-3-one dipropionate
2	17β,19-di-triphenylsiloxyandrost-4-en-3β-ol
2	17β-hydroxy-1α,6α,17α-trimethyl-4-androstene-3,19-dione
2	18.2
2	18.56
2	187
2	18.7
2	189.7
2	189a
2	18b
2	18g
2	195
2	19.7
2	[ 1982 ]
2	19.9
2	19a
2	1-aryl-2-nitropropenes
2	1-bromo-sugar
2	1-Deoxy-3-epi-nojirimycin
2	1-diethyl ether pentane
2	1-ethyl-1,2-dihydro-2-oxo-nicotinamido
2	1-EtOH
2	1g
2	1L
2	(1-methyl-1-hydroxy) ethyl-3-cyclohexene
2	1-methyl-1-tetralol
2	1-methyl-3-(o-chloro)-phenylindan
2	1-phenacyl-2-(1-piperidino)-3,4-dihydronaphthalene hydrobromide
2	1R
2	( 1R,2R,4R )-isomer
2	( 1R/S,2R/S,3R/S,4S/R )
2	1α,17α-dimethyl-4-androsten-17β,19-diol 17-propionate
2	1α,17α-dimethyl-4-androstene-17β,19-diol
2	1α,17α-dimethyl-4-androstene-17β,19-diol dipropionate
2	1α,17α-dimethyl-4-androstene-3β,17β,19-triol
2	1β-oxide
2	[ 2 ]
2	201
2	( 20/20/30/20/10 )
2	204
2	20.6
2	208
2	( 2-1 )
2	210
2	2-[1-(2'-hydroxyethyl)piperazino] thiophene
2	213
2	21.3
2	21.5
2	2.2
2	2.27
2	22b
2	2,2-dibromo
2	2,2'-dihalo-5,5'-dihydroxybiphenyl
2	23.0
2	230-400
2	23.1
2	23.3
2	23.6
2	23.68
2	23.7
2	2,3-Divinylethylene oxide
2	( 24 )
2	242g
2	244.6
2	246.9
2	24.7
2	2,4-O-dibenzoate
2	25.4
2	2-(5-{4-[5-(1H-imidazol-2-yl)-pyrrolidine-1-carboxylic acid tert-butyl ester)-naphthalen-1-yl]-phenyl}-1H-imidazol-2-yl
2	2,5-dihydro-2,5-diethoxy-2-(7'-carboxy-4'-cis-heptenyl)furan
2	25g
2	264.2
2	2-((6,9-trans)-6-(2,3-difluorophenyl)-6,7,8,9-tetrahydro-5H-cyclohepta[b]pyridin-9-yl)acetic acid
2	2.76
2	2-(7-chloro-1,8-naphthyridin-2-yl)-3-(4-t.-butylpiperazin-1-yl)carbonyloxy-isoindolin-1-one
2	28.0
2	285
2	29.0
2	29.1
2	2,9,14-trifluoro-6,11-dihidro-5H-diindolo
2	29.3
2	( 29,600 )
2	29.8
2	29.9
2	29e
2	2-acetylestradiol 17-acetate
2	2-Chloro-4-biphenylmagnesium bromide
2	2-(di-i-propoxyphosphonylmethylamino)-phenylsulfonamide
2	2-ethoxy-5-chloro-benzamido
2	2-ethyl-4-(3-chloro-2'-(1H-tetrazol-5-yl)biphenyl-4-yl)methoxy
2	2-fluoro
2	(2-fluorophenyl)hydrazone
2	2fumarate
2	2-hexyldecyl ester
2	2-(Indol-3-yl)ethylcarbamoyl-Asn(Trt)Ser(But)PheAzaGlyLeuArg(Me,Boc2)Phe
2	2L
2	2-methoxy-5-chlorobenzamido
2	2-methoxy-5-methyl-benzamido
2	-(−)-2-Methyl-5-phenylpentanoic acid
2	2-(methylthio)ethyl ester
2	2Na—H2O
2	2-(p-1'-cyclohexenylphenyl)-3,4-pentadien-2-ol
2	2-pentenyleneimino
2	2q
2	(2R,3R)-(−)-di-(p-anisoyl)tartaric acid
2	2R,3S 3',4',5,7-tetrahydroxy-flavan-3-yl phosphate
2	(2S)-1-(N-(aminocarbonylmethyl)-N-(2-(trimethylsilyl)ethoxycarbonyl)amino)-3-cyclohexylpropyl-2-amine
2	(2S,2′S)-tert-butyl 2,2′-(5,5′-(naphthalene-2,6-diyl)bis(1-((2-(trimethylsilyl)ethoxy)methyl)-1H-imidazo[4,5-b]pyrazine-5,2-diyl))dipyrrolidine-1-carboxylate
2	(2S,3S)-3-acetylamido-2-allyl-N-tert-butyltetrahydrofuran-3-carboxamide
2	( 30 )
2	3.07
2	30g
2	31.0
2	313.6
2	316
2	31g
2	3.27
2	3-(2-phenethyl)-2-cyanopyridine
2	33.3
2	33.8
2	( 34 )
2	34.0
2	34.1
2	3-(4-(1-((3-methylquinolin-2-yl)amino)butyl)benzamido) propanoate
2	347g
2	34A
2	3,4-dihydro-6-(1,1-dimethylethyl)
2	3-(4'-fluoro-4-biphenylyl)-butylidene-imine
2	34g
2	35.2
2	35.8
2	36.0
2	36.2
2	(±)-3,6-dibromo-9-[(1E)-3-(3,6-dibromocarabazol-9-yl)propen-1-enyl]carbazole
2	37.0
2	3.72
2	37.7
2	( 38 )
2	38.1
2	381.8
2	396
2	3'-azido
2	3-benzyl-pyrrolidin-3-yl
2	3-bromo
2	3-bromomagnesium phenyl trimethylsilyl ether
2	3-chloromethyl and 4-chloromethyl pyridinium hydrochloride
2	3-Dimethylamino-1-(2-ethylamino-4-methyl-thiazol-5-yl)-propenone
2	3-[(E)-4-carboxybutylidene]
2	3-ethyl acetate
2	3˜ethyl acetate
2	3-hydroxymethyl phenyl ester
2	3-O-benzyl-17
2	3-(octadecyloxy)
2	3-phenoxybenzyl ester
2	3-( R )
2	4-[
2	400
2	40.2
2	40.5
2	40/60
2	40g
2	40L
2	4-(1,3-benzodioxol-5-aminocarbonyl)-5-(2-chlorophenyl)-3-cyclopropylisoxazole
2	41.5
2	416.6
2	4,17α-dimethyl-4-androstene-3α,17β,19-triol
2	41.8
2	4.2
2	42.4
2	42.5
2	42g
2	43.3
2	43.6
2	43.8
2	43.9
2	4-(3′-bromobenzoyl)-6,7-dimethoxyquinazoline WHI-P164
2	4-(3-methoxyphenyl)-2-(morpholin-4-yl)-5,6-furo[2,3-d]pyrimidine
2	4,4-dimethyl
2	4',4'-dimethyl-3'-thiosemicarbazone
2	( 45 )
2	45.3
2	45a
2	460
2	461.1
2	462
2	4.67
2	47B
2	48.1
2	48.8
2	495
2	49.8
2	4A
2	4-aminophenyl-β-sulfatoethylsulfone
2	4- and 5-nitrothiophene-2-carboxylic acid
2	4C
2	( 4H )
2	4-Hydroxy-6-trifluoromethyl-3-carboxylic acid
2	4-Hydroxy-8-trifluoromethyl-3-carboxylic acid
2	4-hydroxyl-3-iodo-5-methoxyphenyl
2	4-isopropyl-5-methyl-1,2,5-thiadiazolidin-3-one 1,1-dioxide 2-ammonium salt
2	4-methyl-2-pentenes
2	4-methylbenzenesulfonate ester
2	4-N,N-bis(2-hydroxyethyl)aminophenyl benzyl ether
2	"4""-phosphate"
2	( 4S )
2	4 -tert-butyl ester
2	4-(Thiomethyl)benzoic acid
2	4α-formate
2	52
2	528
2	53.1
2	53.2
2	5.40
2	550
2	556
2	55.9
2	55a
2	( 56 )
2	56g
2	57.1
2	57.4
2	5.8
2	5'-azido
2	5-cyclic ethylene acetal
2	5d
2	5′-DMTr
2	5e
2	5f
2	5h
2	5i
2	5m
2	5-methyl-2-({1-[trans-1-methyl-4-(propyloxy)cyclohexyl]-4-piperidinyl}amino)-4-(methylsulfonyl)phenol
2	5n
2	5o
2	5p
2	5S
2	5-Z
2	6.0
2	60.3
2	60-80
2	6.1
2	61.9
2	62.5
2	6-(2,6-diethyl)-4-(3-methoxypropyl)-2-methyl-nicotinic acid ethyl ester
2	63.3
2	6-[4'-(2,2,4-trimethyl-1,2-dihydroquinolyl)]-2,2,4-trimethyl-1,2-dihydroquinoline
2	65.3
2	6,7-dihydro-5H-pyrano[3,2-g]indole
2	6a
2	6-carboxylic acid-2-[(2E)-3,7-dimethylocta-2,6-dienyl]-5-pentyl-benzene-1,3-diol
2	(6-phenoxy-2-pyridyl)methyl 2-[N,N-(di-2-propynyl)amino]-3-methylbutanoate
2	(6S)-5,5-dichloro-O6-5′-cyclo-5,6-dihydro-3′-fluoro-2′,3′-dideoxyuridine
2	705
2	71.4
2	71A
2	73.3
2	( 75 )
2	76
2	77-1
2	7.81
2	79
2	7-aza-6-methoxy-1-tetralone
2	7b
2	7-chloro-1-[6-(6,7-benzo-1-oxo-4-azepin-5-on-4-yl)nicotinoyl]-2,3,4,5-tetrahydro-1H-benzazepine
2	( 7e )
2	7g
2	7-HC-glucuronide
2	7-hydroxy-6-methoxy-(1,2,3,4-tetrahydro)naphthalene
2	7-isomer
2	7-Methylthio and 7-n-butylthiooxindoles
2	7-(pyridin-2-yl)-5,6,7,8-tetrahydro-N-(1,2,3,4-tetrahydro-4,4-dimethyl-1-substituted)quinolin-7-yl
2	7α-iodo
2	7α-methyl-17β,19-di-(2'-tetrahydropyranyloxy)-4-androsten-3α-ol
2	80/20
2	81
2	( 84 )
2	86
2	86.4
2	8.77
2	88
2	89
2	8a
2	( 8B )
2	8-benzoate
2	8e
2	8g
2	8-nitro
2	8S
2	90/10/1
2	90/10/1 methylene chloride methanol ammonium hydroxide
2	90.4
2	90/5/5 methylene chloride hexanes ethyl acetate
2	( 9/1 )
2	91g
2	921
2	94.7
2	9.5.g
2	( 96 )
2	960
2	99.5
2	9A
2	9-ethoxy
2	9-methyl-α-ionol epoxide
2	9-vinyl-α-ionol epoxide
2	9-β-D-arabinofuranosyl-2-fluoroadenine-5'-phosphate
2	A4
2	above-identified compound
2	acetic ester
2	acetoacetamide-N-sulfonic acid
2	acetylenic amine
2	acid chloride (4-fluoro-3-trifluoromethyl-phenyl)acetyl chloride
2	AcOH—10
2	acyloxy-2-sulfamoylbenzo[b]thiophenes
2	Ag
2	agarose
2	AGN217242
2	A-HCl
2	AlBN
2	Alcohol
2	alcohols (3S,5R,6S)-3-allyl-5-(3-chlorophenyl)-6-(4-chlorophenyl)-1-((1S,2R)-1-cyclopropyl-2-hydroxypropyl)-3-methylpiperidin-2-one
2	alginate
2	alkali metal
2	alkali metal salt
2	allyl bromide leads
2	alpha-sulfatoisobutyramide
2	Aluminum tris-triflate (CF3SO3)3Al
2	amber-colored liquid
2	amber gum
2	amide MBHA resin
2	Amide MBHA resin
2	amido-steroid
2	amine-epoxy
2	amino nitrile
2	Amylose-2
2	anilinocrotonic ester
2	anti oxime
2	Ar-H
2	aromatic hydrocarbons
2	arylaldehydes
2	Aryl Bromide
2	azasulfonium bromide salt
2	azoalkanes
2	B1
2	B3
2	B-Acetonitrile
2	b-benzyl methacrylate
2	B—CH3CN
2	beige crystals
2	benzene-PSA2
2	benzylic bromide
2	benzyloxycarbonyl
2	Betulin dimethyl ether
2	bicyclo[1.2.2]hept-5-ene-2,3-dicarboxylic acid
2	bis-alkylated compound
2	bisformate
2	bis(isodecyl)ester
2	bis-mesylate
2	bismethanesulfonate
2	bis trifluoroacetic acid
2	bis-trifluoro acetic acid
2	biuret polyisocyanate
2	blue-violet crystal
2	Boc-Phe-VS-Ph
2	boehmite
2	boric esters
2	boronic acid ester
2	BP-2178
2	bright yellow solid
2	brominated and hydroxymethylated tetra(α-2,4-dimethyl-3-pentyloxy)palladium-phthalocyanine
2	brown colored liquid
2	C1-C6-alcohol
2	c2
2	C20H17F3N2O2S
2	C21H20ClNO4S2
2	C2-aryl
2	C3
2	camptothecin-20-ester
2	Ca(NO3)2.4H2O
2	carbanion
2	carbon oxides
2	carboxylic acids
2	cephalosporin (6R, 7R)-7-[(Z)-2-(2-Aminothiazol-4-yl)-2-trityloxyimino-acetylamino)
2	CH2Cl2-
2	CHCl3 hexanes
2	cHex EtOAc
2	chloroethyl ester
2	chloroform-ether
2	chloroform petrol
2	chromanes
2	Chromic oxide
2	cis-6-(4'-biphenyl)hex-5-enoic acid
2	cis-cyclopropane lactone
2	cis-pyrrolidine
2	clean desired product
2	colorless oily product
2	colourless oil
2	COMPOUND 1
2	compound 1002
2	Compound 1007
2	Compound 102
2	compound ( 103 )
2	Compound 103
2	Compound 107
2	compound 1-1
2	compound 1.1
2	compound 110
2	Compound 112
2	Compound 115
2	compound 1.16
2	Compound 117
2	Compound 118
2	Compound 119
2	compound 11A
2	Compound 121
2	compound 122
2	Compound 122
2	compound 1-243
2	Compound 125
2	compound 1255
2	compound 1.3
2	compound 135
2	Compound 135
2	Compound 138
2	compound 1.4
2	Compound 15
2	Compound 152
2	compound ( 154 )
2	compound 16
2	compound #16
2	Compound 165
2	Compound 18
2	Compound 19
2	Compound 1a
2	Compound 2010
2	Compound 2011
2	Compound 2012
2	Compound 2013
2	Compound 2025
2	compound 2.06
2	compound 21
2	compound 2-2
2	compound 2.2
2	compound ( 23 )
2	compound 2.37
2	Compound 239
2	compound 24
2	Compound 245
2	compound 2.53
2	compound 268
2	compound 29
2	compound 29.3
2	compound 30
2	Compound 30f
2	Compound 3-1
2	compound 3-12
2	compound 3-189
2	compound 31D
2	compound 32
2	Compound 32
2	compound 323
2	Compound 33
2	Compound 339
2	compound 35
2	Compound 36
2	Compound 362
2	compound 39
2	Compound 39
2	compound 40
2	compound 4.01
2	Compound 43
2	Compound 45
2	Compound 46
2	compound 49D
2	compound 49E
2	compound 49F
2	compound 50
2	Compound 54
2	compound ( 57 )
2	compound 58
2	compound 66
2	compound 68e
2	Compound 69
2	Compound 703
2	compound 70A
2	compound 76
2	compound 77
2	compound 779
2	compound 80
2	compound 828
2	compound 842
2	Compound 87
2	Compound 88
2	compound 8A
2	compound 9
2	Compound 92
2	Compound 94
2	Compound 95
2	compound 99
2	compound 9A
2	Compound G
2	compound I
2	compound III
2	compound ( IV )
2	Compound P
2	Compounds 13
2	compounds 22-29
2	compounds 31
2	Compounds 46
2	Compounds 6
2	compound ( VII )
2	compound XI
2	corresponding acid
2	corresponding solvent
2	coupled adduct
2	coupled product
2	CrCl3
2	Crown ether
2	crude amorphous solid
2	crude brown crystals
2	crude colorless oil
2	crude green solid
2	crude powder
2	crude precipitate
2	crude product 36
2	crude product 8.5
2	crude white foam
2	crystalline white solid
2	CuSO4.5H2O
2	cyclic anhydride
2	cyclic dipeptide
2	cyclic peptides
2	cycloaliphatic ring
2	cyclohexyl ester
2	d3
2	d(+)-alpha-methylbenzylamine
2	dark brown solid
2	dark oil
2	DCM heptanes
2	DCM hexanes
2	DCM petroleum benzine
2	desired compound ( 41 )
2	desired Compound 5
2	desired compound 5.7
2	desired product 4.1
2	desired product ( 4-8 )
2	desired product 5.2
2	desired product 5.4
2	desired product 5.5
2	desired product 5.6
2	desired product 6.3
2	desired product 7.1
2	desired product 8.2
2	desired product 8.3
2	desired product 8.4
2	desired product 8.6
2	desired subtitled intermediate
2	desired title product
2	desmethyl
2	deuterium
2	dextran
2	Dextran-(2-hydroxyethylmethacrylate)-lactate
2	diacetate ester, hydrochloride salt
2	diazoketone
2	diazonium fluoborate
2	dibenzoyl-L(+)tartarates
2	dichloromethane-ether-methanol
2	dichloromethane-petrol
2	di-dioxan
2	dienes
2	diethyl
2	diethyl pyridine 4-phosphonate
2	di-formamide
2	dihydrochloric acid
2	dihydrochloride
2	dihydrochlorides
2	dihydroxynaphthalenes
2	diisocyanate
2	di-isopropanolamine
2	dimethacrylamide
2	dimethylamino
2	dimethyl sodium malonate
2	diorganyl tellurium
2	diphenylethynyl
2	dipropyl acetal
2	disaccharides
2	di-silver
2	D,L-2-aza-2'-hydroxy
2	DMTMM•n-hydrate
2	Dowex-AG-1 acetate
2	D-trans-hydroxyproline methyl ester
2	( E2 )
2	EA DCM iso-hexanes
2	(E)-Doxepin maleate
2	eluant 3
2	eluents D
2	enamines
2	enaminone
2	endo-8-dicarboximide
2	end product
2	enolate
2	epitheaflavic acid
2	equimolar mixture
2	ester hydrochloride
2	ether-benzene
2	ether hexane-20
2	ether-hexanes
2	ethoxyethylidene diethyl malonate
2	ethyl
2	ethyl 2-methylbenzoyl acetate
2	ethyl 8-chloro-3-(2-fluorophenyl)-5,6-dihydrofuro[3,2-f]-1,2-benzizisoxazole-6-carboxylate
2	ethylacetate hexanes
2	ethyl acetate hexanes methanol acetic acid
2	ethyl acetate-hexanetriethylamine
2	ethylene acetal
2	ethyl ether petroleum ether
2	ethyl-O-isopropylphosphonothioic chloride
2	EtOAc DCM petrol
2	EtOAc heptanes
2	EtOAc-heptanes
2	EtOAc-pet. ether
2	EtOAc P-ether
2	EtOAc Petrol
2	EtOH petroleum ether
2	example 10
2	example 20
2	Example 33
2	Example 41
2	Example 4-2
2	Example 44
2	Example 53 ( c )
2	Example 60b
2	Example 7
2	Example 70
2	Example 76
2	expected final product
2	E/Z isomeric mixture
2	E/Z mixture
2	F1
2	faint pink crystals
2	fatty acid
2	fatty acids
2	F(CF2)8 (CH2)6Br
2	final product 25
2	final product I
2	final reactant
2	final residue
2	Five
2	flocculent white solid
2	fluoride ion
2	fluorovinyl
2	Formula 104
2	Formula 107a
2	Formula 108
2	formula 12
2	Formula 12
2	formula 17
2	formula 1a
2	Formula 2
2	Formula 20
2	Formula 202
