name	smiles	source
ferrous iodide	[I][Fe][I]	OPSIN
ferrous nitrate	O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Fe+2]	OPSIN
ferrous perchlorate	[Fe+2].[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-]	OPSIN
ferrous sulfate hepta-hydrate	O.O.O.O.O.O.O.O=S(=O)([O-])[O-].[Fe+2]	OPSIN
formyloxypropyl	[CH2]CCOC=O	OPSIN
galactosyl	OC[C@H]1O[CH][C@H](O)[C@@H](O)[C@H]1O	OPSIN
guanidino	[NH]C(=N)N	OPSIN
hexamethylenimine	C1CCCNCC1	OPSIN
hydroxylpropyl	[CH2]CCO	OPSIN
isocyanato	[N]=C=O	OPSIN
lead tetrakistrifluoroacetate	O=C([O-])C(F)(F)F.O=C([O-])C(F)(F)F.O=C([O-])C(F)(F)F.O=C([O-])C(F)(F)F.[Pb+4]	OPSIN
lithium t-amylate	CCC(C)(C)[O-].[Li+]	OPSIN
mercaptoethyl	[CH2]CS	OPSIN
methanesulfonyl	C[S](=O)=O	OPSIN
methylen	[CH2]	OPSIN
methylthio	C[S]	OPSIN
n-butoxide	CCCC[O-]	OPSIN
naphthylmethyl	[CH2]c1cccc2ccccc12	OPSIN
nitrophenyl	O=[N+]([O-])c1[c]cccc1	OPSIN
palladium(II)chloride bistriphenylphosphine	[Cl][Pd][Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
phenoxy	[O]c1ccccc1	OPSIN
phenyl mercuric formate	O=C[O-].[Hg+][c]1ccccc1	OPSIN
phenyl-hexyl	[CH2]CCCCCc1ccccc1	OPSIN
potassium iso-propoxide	CC(C)[O-].[K+]	OPSIN
rhamnulose 1-phosphate	C[C@H](O)[C@@H](O)[C@H](O)C(=O)COP(=O)(O)O	OPSIN
sodio	[Na]	OPSIN
stannous chloride-dihydrate	O.O.[Cl][Sn][Cl]	OPSIN
stannous dihydrate	O.O.[Sn+2]	OPSIN
stannous oxalate	O=C([O-])C(=O)[O-].[Sn+2]	OPSIN
stannous trifluoromethanesulfonate	O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Sn+2]	OPSIN
stannous(II) chloride	[Cl][Sn][Cl]	OPSIN
tert.-butyl	C[C](C)C	OPSIN
tetrahydropyran-2-yloxy	[O]C1CCCCO1	OPSIN
tetrakis(tri-phenylphosphine) palladium(0)	[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
tetrakis-triphenyl phosphine palladium (0)	[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
tetrakistriphenylphosphine dichloride	[Cl-].[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
thioureido	[NH]C(N)=S	OPSIN
titanium iso-propoxide	CC(C)[O-].CC(C)[O-].CC(C)[O-].CC(C)[O-].[Ti+4]	OPSIN
trans-dimethylcyclohexane-1,2-diamine	C[C@@]1(N)CCCC[C@@]1(C)N	OPSIN
trifluoroacetyl	O=[C]C(F)(F)F	OPSIN
triphenylmethyl	c1ccc([C](c2ccccc2)c2ccccc2)cc1	OPSIN
tris-(dibenzylideneacetone) palladium (0)	O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Pd]	OPSIN
water ethanol toluene	CCO.Cc1ccccc1.O	OPSIN
(1S)-α-pinene	CC1=CCC2C[C@@H]1C2(C)C	OPSIN
(7bR,11aS)-N-(3-pyridinyl)-1,2,7b,8,9,10,11,11a-octahydro-4H-[1,4]oxazepino[6,5,4-hi]pyrido[4,3-b]indol-6-amine, bis-trifluoroacetic acid salt	O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.c1cncc(Nc2cc3c4c(c2)[C@@H]2CNCC[C@@H]2N4CCOC3)c1	OPSIN
(7bR,11aS)-N-(3-quinolinyl)-1,2,7b,8,9,10,11,11a-octahydro-4H-[1,4]oxazepino[6,5,4-hi]pyrido[4,3-b]indol-6-amine, bis-trifluoroacetic acid salt	O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.c1ccc2ncc(Nc3cc4c5c(c3)[C@@H]3CNCC[C@@H]3N5CCOC4)cc2c1	OPSIN
(R)-methyl 3-amino-4-(phenylthio)butanoate, trifluoroacetic acid salt	COC(=O)C[C@@H](N)CSc1ccccc1.O=C(O)C(F)(F)F	OPSIN
(R)-tert-butyloxycarbonylamino-4-methoxyphenylglycine	COc1ccc([C@@H](NNC(=O)OC(C)(C)C)C(=O)O)cc1	OPSIN
(±)-methyl	[CH3]	OPSIN
1,1-di-t-butylperoxy-3,3,5-trimethyl cyclohexane	CC1CC(C)(C)CC(OOC(C)(C)C)(OOC(C)(C)C)C1	OPSIN
1,8-diazabicyclo-(5,4,0)-7-undecene	C1CCC2=NCCCN2CC1	OPSIN
1,8-diazabicyclo[5,4,0]-2-undecene	C1=CN2CCCNC2CCC1	OPSIN
1-(3-dimethyl aminopropyl)-3-ethyl carbodiimide hydrochloride	CCN=C=NCCCN(C)C.Cl	OPSIN
1-benzhydryloxycarbonylmethyl-4-pyridothione	O=C(Cn1ccc(=S)cc1)OC(c1ccccc1)c1ccccc1	OPSIN
1-ethyl	[CH2]C	OPSIN
1-ethyl-1,2-dihydro-2-oxo-nicotinamido	CCn1cccc(C([NH])=O)c1=O	OPSIN
1-ethyl-3-(3-dimethyl aminopropyl)carbodiimide hydrochloride	CCN=C=NCCCN(C)C.Cl	OPSIN
1-isopropylamino	CC(C)[NH]	OPSIN
1-nitro-2-naphthyltriflate	O=[N+]([O-])c1c(OS(=O)(=O)C(F)(F)F)ccc2ccccc12	OPSIN
14-Hydroxycodeinone HCl	COc1ccc2c3c1O[C@H]1C(=O)C=C[C@@]4(O)[C@@H](C2)N(C)CC[C@]314.Cl	OPSIN
17β,19-di-triphenylsiloxyandrost-4-en-3-one	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43CO[Si](c3ccccc3)(c3ccccc3)c3ccccc3)[C@@H]1CC[C@@H]2O[Si](c1ccccc1)(c1ccccc1)c1ccccc1	OPSIN
17β,19-di-triphenylsiloxyandrost-4-en-3β-ol	C[C@]12CC[C@H]3[C@@H](CCC4=C[C@@H](O)CC[C@@]43CO[Si](c3ccccc3)(c3ccccc3)c3ccccc3)[C@@H]1CC[C@@H]2O[Si](c1ccccc1)(c1ccccc1)c1ccccc1	OPSIN
1R-(3-phenoxy-phenyl)-ethanol	C[C@@H](O)c1cccc(Oc2ccccc2)c1	OPSIN
2,2,2-trifluoro-1-imino-ethyl	N=[C]C(F)(F)F	OPSIN
2,2,2-trifluoroethyl	[CH2]C(F)(F)F	OPSIN
2,2,6,6-tetramethyl-1-piperidinyloxy	CC1(C)CCCC(C)(C)N1[O]	OPSIN
2,2-diethoxy-1-methylethylamino-3-(4-methoxycarbonylphenyl)acrylonitrile	CCOC(OCC)C(C)NC(C#N)=Cc1ccc(C(=O)OC)cc1	OPSIN
2-(1H-Benzo[d][1,2,3]triazol-1-yl)-1,1,3,3-tetramethylisouronium tetrafluoroborate	CN(C)C(On1nnc2ccccc21)=[N+](C)C.F[B-](F)(F)F	OPSIN
2-(3H-[1,2,3]triazolo[4,5-b]pyridin-3-yl)-1,1,3,3-tetramethylisouronium hexafluorophosphate	CN(C)C(On1nnc2cccnc21)=[N+](C)C.F[P-](F)(F)(F)(F)F	OPSIN
2-(isochroman-1-yl)ethanol O-methanesulfonate	CS(=O)(=O)OCCC1OCCc2ccccc21	OPSIN
2-butyne-1,4-diol ditosylate	Cc1ccc(S(=O)(=O)OCC#CCOS(=O)(=O)c2ccc(C)cc2)cc1	OPSIN
2-chloroacetyl	O=[C]CCl	OPSIN
2-chloroethyl	[CH2]CCl	OPSIN
2-ethoxy-5-chloro-benzamido	CCOc1ccc(Cl)cc1C([NH])=O	OPSIN
2-fluorophenyl	Fc1[c]cccc1	OPSIN
2-methoxy-5-chlorobenzamido	COc1ccc(Cl)cc1C([NH])=O	OPSIN
2-methoxy-5-methyl-benzamido	COc1ccc(C)cc1C([NH])=O	OPSIN
2-methoxypyridine boronoic acid	COc1ccccn1.OBO	OPSIN
2-pentenyleneimino	[CH2]C=CCC[NH]	OPSIN
2R-carboethoxy-5-oxotetrahydrofuran	CCOC(=O)[C@H]1CCC(=O)O1	OPSIN
3-Hydroxy-5-methanesulfonyl-isothiazole-4-carboxylic acid methyl potassium carbonate dimethylsulfoxide	CS(=O)(=O)c1snc(O)c1C(=O)O.CS(C)=O.O=C(O)O.[CH3][K]	OPSIN
3-R-hydroxy pyrrolidine	O[C@@H]1CCNC1	OPSIN
3-benzyl-pyrrolidin-3-yl	c1ccc(C[C]2CCNC2)cc1	OPSIN
3-cyanophenyl	N#Cc1c[c]ccc1	OPSIN
3-hydroxycephem	O=C1C[C@H]2SCC(O)=CN12	OPSIN
3-nitrophenyloxycarbonyl	O=[C]Oc1cccc([N+](=O)[O-])c1	OPSIN
3α,7-ditrimethylsilyloxy-5β-chol-6-en-24-oic acid methyl ester	COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(O[Si](C)(C)C)=C[C@@H]4C[C@H](O[Si](C)(C)C)CC[C@]4(C)[C@H]3CC[C@]12C	OPSIN
4-[4-(2-trifluoromethyl-phenyl)-piperazin-1-yl]-pyrrolidin-3-ol bistrifluoroacetate	O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.OC1CNCC1N1CCN(c2ccccc2C(F)(F)F)CC1	OPSIN
4-amino-2,2-dimethyl-butyric acid methyl ester, trifluoroacetic acid salt	COC(=O)C(C)(C)CCN.O=C(O)C(F)(F)F	OPSIN
4-ethylcarboxylphenylboronic acid	CCc1ccc(B(O)O)c(C(=O)O)c1	OPSIN
4-hydroxyl-3-iodo-5-methoxyphenyl	COc1c[c]cc(I)c1O	OPSIN
4-methoxy-3-pyridyl	COc1[c]cncc1	OPSIN
4-methoxybenzyl	[CH2]c1ccc(OC)cc1	OPSIN
4-methylpiperazino	CN1CC[N]CC1	OPSIN
4-methyltrityl	Cc1ccc([C](c2ccccc2)c2ccccc2)cc1	OPSIN
4-vinylpyridine	C=Cc1ccncc1	OPSIN
5-(Furan-2-yl)-3-trifluoromethyl-1-(2-carboxyl-4-methoxyphenyl)-1H-pyrazole	COc1ccc(-n2nc(C(F)(F)F)cc2-c2ccco2)c(C(=O)O)c1	OPSIN
5-Chloromethyl-2,2-difluoro-benzo[1,3]dioxole Thionyl chloride	FC1(F)Oc2ccc(CCl)cc2O1.O=S(Cl)Cl	OPSIN
5-chloro-2-methoxy-benzamido	COc1ccc(Cl)cc1C([NH])=O	OPSIN
6-chloro-3-pyridinylamino-methylphosphonic acid diethylester	CCOP(=O)(CNc1ccc(Cl)nc1)OCC	OPSIN
7-(D-2-phenylglycinamido)-3-(1-methyl-1H-tetrazol-5-ylthiomethyl)-3-cephem-4-carboxylic acid	Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1	OPSIN
7-Aza-6-methoxy-2-methoxycarbonylmethyl-1-tetralone	COC(=O)CC1CCc2cc(OC)ncc2C1=O	OPSIN
7-aminocephem	NC1C(=O)N2C=CCS[C@H]12	OPSIN
7-aza-6-methoxy-1-tetralone	COc1cc2c(cn1)C(=O)CCC2	OPSIN
9-fluorenylmethoxycarbonyl	O=[C]OCC1c2ccccc2-c2ccccc21	OPSIN
9-fluorenylmethyloxycarbonyl	O=[C]OCC1c2ccccc2-c2ccccc21	OPSIN
Ceric acetate	CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Ce+4]	OPSIN
Cupric sulphate	O=S(=O)([O-])[O-].[Cu+2]	OPSIN
D-4-hydroxy phenylglycine	N[C@@H](C(=O)O)c1ccc(O)cc1	OPSIN
D-galactose 4-sulfate	O=C[C@H](O)[C@@H](O)[C@@H](OS(=O)(=O)O)[C@H](O)CO	OPSIN
Dipalladium trisdibenzylidene acetone	O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Pd].[Pd]	OPSIN
Ethyl 4-(3-dimethylamino-1-(2-pyridyl)propyl)benzoate, oxalic acid salt	CCOC(=O)c1ccc(C(CCN(C)C)c2ccccn2)cc1.O=C(O)C(=O)O	OPSIN
FMOC	O=[C]OCC1c2ccccc2-c2ccccc21	OPSIN
Ferric oxalate	O=C([O-])C(=O)[O-].O=C([O-])C(=O)[O-].O=C([O-])C(=O)[O-].[Fe+3].[Fe+3]	OPSIN
Ferrous chloride	[Cl][Fe][Cl]	OPSIN
L-N-[(4-methoxyphenyl)sulfonyl]-glutamic acid	COc1ccc(S(=O)(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1	OPSIN
L-carnitine valproate salt	CCCC(CCC)C(=O)O.C[N+](C)(C)C[C@H](O)CC(=O)[O-]	OPSIN
L-phenyl glycine p-toluene sulfonate	Cc1ccc(S(=O)(=O)O)cc1.N[C@H](C(=O)O)c1ccccc1	OPSIN
Mercuric cyanide	N#[C][Hg][C]#N	OPSIN
Mesyl	C[S](=O)=O	OPSIN
Methyl (4aS, 7aS)-1-hydroxy-7-methylene-1, 4a, 5, 6, 7a-pentahydrocyclopenta[c]pyran-4-carboxylate	C=C1CC[C@@H]2C(C(=O)OC)=COC(O)[C@H]12	OPSIN
N,N-dimethyl-chloro-methyleneiminium chloride	C[N+](C)=CCl.[Cl-]	OPSIN
N-2-aminoethyl-p-toluenesulfonamide	Cc1ccc(S(=O)(=O)NCCN)cc1	OPSIN
N-4-ethoxyphenyl-DL-2-chloromandelamide	CCOc1ccc(NC(=O)C(O)c2ccccc2Cl)cc1	OPSIN
N-phthaloyltyrosine	O=C(O)c1ccccc1C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O	OPSIN
O-benzyloxymethyl	[CH2]OCc1ccccc1	OPSIN
Palladium Tetrakis triphenylphosphine	[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
Palladium dichloride di-triphenylphosphine	[Cl][Pd][Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
Palladium tetrakis triphenyl phosphine	[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
Palladium tetrakistriphenyl phosphine	[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
Potassium t-butylat	CC(C)(C)[O-].[K+]	OPSIN
Propargyl aldehyde	C#CC=O	OPSIN
R-(+)-1-(4-pyridyl)-1,3-propane diol	OCC[C@@H](O)c1ccncc1	OPSIN
R-(+)-4-tert.-butoxy-3-methylbutyronitrile	C[C@H](CC#N)COC(C)(C)C	OPSIN
R-(-) ibuprofen- methylester	COC(=O)[C@H](C)c1ccc(CC(C)C)cc1	OPSIN
R-(−)-glycidyl butyrate	CCCC(=O)OC[C@H]1CO1	OPSIN
R-2-[[(4-methylphenyl)sulfonyl]oxy]propanamide	Cc1ccc(S(=O)(=O)O[C@H](C)C(N)=O)cc1	OPSIN
R-2-decanol	CCCCCCCC[C@@H](C)O	OPSIN
R-2-octanol	CCCCCC[C@@H](C)O	OPSIN
R-2-phenyl-2-hydroxy-1-p-toluenesulfonyloxyethane	Cc1ccc(S(=O)(=O)OC[C@H](O)c2ccccc2)cc1	OPSIN
R-3-hydroxypyrrolidine	O[C@@H]1CCNC1	OPSIN
R-alaninol	C[C@@H](N)CO	OPSIN
R-methyl lactate	COC(=O)[C@@H](C)O	OPSIN
R-pyrrolidine-3-carboxylic acid methyl ester	COC(=O)[C@@H]1CCNC1	OPSIN
R-tetrahydro-furan-2-carboxylic acid piperidin-4-ylamide	O=C(NC1CCNCC1)[C@H]1CCCO1	OPSIN
Stannic Chloride	[Cl][Sn]([Cl])([Cl])[Cl]	OPSIN
Styrenyl	[CH]=Cc1ccccc1	OPSIN
Tris-(dibenzylidene-acetone) dipalladium	O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Pd].[Pd]	OPSIN
[123I]-4-iodobenzaldehyde	O=Cc1ccc([123I])cc1	OPSIN
[13C]oleic acid	CCCCCCCC/C=C\CCCCCCC[13C](=O)O	OPSIN
[14C]oleic acid	CCCCCCCC/C=C\CCCCCCC[14C](=O)O	OPSIN
[5-3H]glucose	[3H][C@@](O)(CO)[C@@H](O)[C@H](O)[C@@H](O)C=O	OPSIN
[I,I-bis(trifluoroacetoxy)iodo]benzene	O=C(OI(OC(=O)C(F)(F)F)c1ccccc1)C(F)(F)F	OPSIN
acetoxy carbonyl	CC(=O)O[C]=O	OPSIN
acetyl amino	CC([NH])=O	OPSIN
benzenesulfonyl	O=[S](=O)c1ccccc1	OPSIN
benzyloxymethyl	[CH2]OCc1ccccc1	OPSIN
bis(di-tert-butyl(4-dimethylaminophenyl)phosphine) dichloropalladium (II)	CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1.CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1.[Cl][Pd][Cl]	OPSIN
bis(tricyclohexylphosphine) benzylidene ruthenium (IV) dichloride	C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.[Cl][Ru]([Cl])=[CH]c1ccccc1	OPSIN
bis-(diphenylphosphinoferrocene) dichloro palladium	[Cl][Pd][Cl].[Fe+2].[Fe+2].c1cc[cH-]c1.c1cc[cH-]c1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1	OPSIN
bis-(triphenyl-phosphine) palladium(II) chloride	[Cl][Pd][Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
bis-(triphenyl-phosphine) palladium(II)-chloride	[Cl][Pd][Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
bis-tri-t-butylphosphine palladium	CC(C)(C)P(C(C)(C)C)C(C)(C)C.CC(C)(C)P(C(C)(C)C)C(C)(C)C.[Pd]	OPSIN
bis-trimethylphosphine palladium dichloride	CP(C)C.CP(C)C.[Cl][Pd][Cl]	OPSIN
bis-triphenyl-phosphine palladium (II) chloride	[Cl][Pd][Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
bis-triphenylphosphine nickel dichloride	[Cl][Ni][Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
bisdichloro(triphenylphosphine) palladium (0)	Clc1cccc(P(c2ccccc2)c2ccccc2)c1Cl.Clc1cccc(P(c2ccccc2)c2ccccc2)c1Cl.[Pd]	OPSIN
bistriphenyl-phosphine nickel chloride	[Cl][Ni][Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
bistriphenylphosphine nickel chloride	[Cl][Ni][Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
butoxy	CCCC[O]	OPSIN
carbacephem	O=C1C[C@H]2CCC=CN12	OPSIN
carboxymethylthio	O=C(O)C[S]	OPSIN
ceric acetate	CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Ce+4]	OPSIN
ceric oxide	[Ce+4].[O-2].[O-2]	OPSIN
chloromagnesium-cyclopropylacetylide	[C-]#CC1CC1.[Mg+][Cl]	OPSIN
cobaltous bromide tetrahydrate	O.O.O.O.[Br][Co][Br]	OPSIN
cobaltous chloride	[Cl][Co][Cl]	OPSIN
cupric benzoate	O=C([O-])c1ccccc1.O=C([O-])c1ccccc1.[Cu+2]	OPSIN
cupric chloride, dihydrate	O.O.[Cl][Cu][Cl]	OPSIN
cupric sulfate heptahydrate	O.O.O.O.O.O.O.O=S(=O)([O-])[O-].[Cu+2]	OPSIN
cuprous 3-methylsalicylate	Cc1cccc(C(=O)[O-])c1O.[Cu+]	OPSIN
cuprous(I)iodide	[Cu][I]	OPSIN
cyano-methylphosphonic acid diethyl ester	CCOP(=O)(CC#N)OCC	OPSIN
cyanoethyl	[CH2]CC#N	OPSIN
cyclobutylcarbonic acid chloride	O=C(Cl)OC1CCC1	OPSIN
cyclopentyl	[CH]1CCCC1	OPSIN
cyclopropyl	[CH]1CC1	OPSIN
cyclopropylmethoxyethoxy	[O]CCOCC1CC1	OPSIN
di-2-pyridylthionocarbonate	S=C(Oc1ccccn1)Oc1ccccn1	OPSIN
di-morpholine methane	C.C1COCCN1.C1COCCN1	OPSIN
di-tert.-butylazodicarboxylate	CC(C)(C)OC(=O)N=NC(=O)OC(C)(C)C	OPSIN
dicarbethoxymethyl	CCOC(=O)[CH]C(=O)OCC	OPSIN
dichloropalladium di-triphenylphosphine	[Cl][Pd][Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
diethyl ethoxy-magnesium-malonate	CCC(C)(CC)[O][Mg+2].O=C([O-])CC(=O)[O-]	OPSIN
diethyl-ethoxy-magnesium-malonate	CCC(C)(CC)[O][Mg+2].O=C([O-])CC(=O)[O-]	OPSIN
dihydrochloride hemi-hydrate	Cl.Cl.Cl.Cl.O	OPSIN
diphenyl phosphoric azide	[N-]=[N+]=NP(=O)(Oc1ccccc1)Oc1ccccc1	OPSIN
diphenylphosphoric acid chloride	O=P(Cl)(Oc1ccccc1)Oc1ccccc1	OPSIN
ditert-butylazodicarboxylate	CC(C)(C)OC(=O)N=NC(=O)OC(C)(C)C	OPSIN
ditriphenylphosphine palladium dichloride	[Cl][Pd][Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
ethanol toluene	CCO.Cc1ccccc1	OPSIN
ethyl 7-aza-2-formylbicyclo[2.2.1]heptane-7-carboxylate	CCOC(=O)N1C2CCC1C(C=O)C2	OPSIN
ethyl L-2-[(methylsulfonyl)oxy]propanoate	CCOC(=O)[C@H](C)OS(C)(=O)=O	OPSIN
ethyl acetate methanol water	CCOC(C)=O.CO.O	OPSIN
ethyl-O-isopropylphosphonothioic chloride	CCP(=S)(Cl)OC(C)C	OPSIN
ethynyl-methyl	C#C[CH2]	OPSIN
ferric acetylacetone	CC(=O)CC(C)=O.[Fe+3]	OPSIN
ferric ammonium sulfate dodecahydrate	O.O.O.O.O.O.O.O.O.O.O.O.O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Fe+3].[NH4+]	OPSIN
ferric chloride hexa-hydrate	O.O.O.O.O.O.[Cl][Fe]([Cl])[Cl]	OPSIN
ferric nitrate hydrate	O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Fe+3]	OPSIN
ferrous chloride hexahydrate	O.O.O.O.O.O.[Cl][Fe][Cl]	OPSIN
ferrous hydroxide	[Fe+2].[OH-].[OH-]	OPSIN
ferrous nitrate hexahydrate	O.O.O.O.O.O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Fe+2]	OPSIN
ferrous sulfate hydrate	O.O=S(=O)([O-])[O-].[Fe+2]	OPSIN
ferrous(II)chloride	[Cl][Fe][Cl]	OPSIN
fluorenylmethyloxycarbonyl	O=[C]OCc1cccc2c1Cc1ccccc1-2	OPSIN
fluorovinyl	[CH]=CF	OPSIN
fuculose 1-phosphate	C[C@H](O)[C@@H](O)[C@@H](O)C(=O)COP(=O)(O)O	OPSIN
furyl	[c]1ccco1	OPSIN
galactose trisulfate	O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O	OPSIN
hexahydrate magnesium salt	O.O.O.O.O.O.[Mg]	OPSIN
hexamethyldisilazane lithium amide	C[Si](C)(C)N[Si](C)(C)C.[Li+].[NH2-]	OPSIN
hydrazo	[NH][NH]	OPSIN
hydroxychloric acid	[O-][ClH+2]([O-])(O)O	OPSIN
hydroxyimino	[N]O	OPSIN
hydroxyl ethyl	[CH2]CO	OPSIN
hydroxyphenyl	Oc1[c]cccc1	OPSIN
imidazolecarbonyl	O=[C]c1ncc[nH]1	OPSIN
imidazolyl	[c]1ncc[nH]1	OPSIN
isobutyl R-(+)-lactate	CC(C)COC(=O)[C@@H](C)O	OPSIN
isopropylidene	C[C]C	OPSIN
isoquinolin-8-yl	[c]1cccc2ccncc12	OPSIN
isothiocyano	[N]=C=S	OPSIN
manganous acetate dihydrate	CC(=O)[O-].CC(=O)[O-].O.O.[Mn+2]	OPSIN
manganous sulfate	O=S(=O)([O-])[O-].[Mn+2]	OPSIN
mercuric sulphide	[S]=[Hg]	OPSIN
methacroyl chloride	C=C(C)C(=O)Cl	OPSIN
methanesulfonyl tetrahydrofuran	CS(=O)(=O)C1CCCO1	OPSIN
methano-ethyl ether	C1CC1OC1CC1	OPSIN
methanol-ethyl acetate	CCOC(C)=O.CO	OPSIN
methyl R-(-)-3-hydroxypentanoate	CC[C@@H](O)CC(=O)OC	OPSIN
methyl cis-3,5-dihydroxy-5-(trimethylsilylethynyl)cyclohex-1-ene-1-carboxylate	COC(=O)C1=C[C@@H](O)C[C@](O)(C#C[Si](C)(C)C)C1	OPSIN
methyl methacrylate	C=C(C)C(=O)OC	OPSIN
methylamino	C[NH]	OPSIN
methylol	[CH2]O	OPSIN
molecular hydrogen	[H][H]	OPSIN
naphthyl	[c]1cccc2ccccc12	OPSIN
nitrobenzyl	O=[N+]([O-])[CH]c1ccccc1	OPSIN
nitromethane aldehyde	O=C[N+](=O)[O-]	OPSIN
nitrovinyl	[CH]=C[N+](=O)[O-]	OPSIN
nosyl	O=[N+]([O-])c1ccc([S](=O)=O)cc1	OPSIN
oxazolyl	[c]1ncco1	OPSIN
oxyethylene	[CH2]C[O]	OPSIN
p-nitrophenoxy	[O]c1ccc([N+](=O)[O-])cc1	OPSIN
palladium (II) bis-triphenylphosphine-dichloride	[Cl-].[Cl-].[Pd+2].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
