name	smiles	source
Palladium bis-triphenylphosphine chloride	[Cl-].[Cl-].[Pd+2].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
Phenyl-di(2chloroethyl)phosphoramidic chloride	O=P(Cl)(Oc1ccccc1)N(CCCl)CCCl	OPSIN
Potassium t-pentylat	CCC(C)(C)[O-].[K+]	OPSIN
Potassium tertbutylate	CC(C)(C)[O-].[K+]	OPSIN
R,R-(+)-diethyl tartrate	CCOC(=O)[C@H](O)[C@@H](O)C(=O)OCC	OPSIN
R,R-2,3-butanediol	C[C@@H](O)[C@@H](C)O	OPSIN
R-(+) epichlorohydrin	ClC[C@H]1CO1	OPSIN
R-(+)-1 -(α-methylbenzyl)-5-imidazolecarboxylic acid	C[C@H](c1ccccc1)n1cncc1C(=O)O	OPSIN
R-(+)-1-(α-methylbenzyl)-5-imidazolecarboxylic acid	C[C@H](c1ccccc1)n1cncc1C(=O)O	OPSIN
R-(+)-2-amino-1-butanol	CC[C@@H](N)CO	OPSIN
R-(+)-3-chlorostyrene oxide	Clc1cccc([C@@H]2CO2)c1	OPSIN
R-(+)-4-tert. butoxy-3-methylbutyronitrile	C[C@H](CC#N)COC(C)(C)C	OPSIN
R-(+)-methyl lactate	COC(=O)[C@@H](C)O	OPSIN
R-(+)-p-menth-4(8)-en-3-one	CC(C)=C1CC[C@@H](C)CC1=O	OPSIN
R-(+)-prolinamide	NC(=O)[C@H]1CCCN1	OPSIN
R-(+)-α-methyl benzylamine	C[C@@H](N)c1ccccc1	OPSIN
R-(-) ibuprofen-methylester	COC(=O)[C@H](C)c1ccc(CC(C)C)cc1	OPSIN
R-(-)-2-hexanol	CCCC[C@@H](C)O	OPSIN
R-(-)-α-methoxyphenylacetic acid	CO[C@@H](C(=O)O)c1ccccc1	OPSIN
R-(−) glycidyl butyrate	CCCC(=O)OC[C@H]1CO1	OPSIN
R-(−)-1,2,3,4-tetrahydro-1-naphthylamine	N[C@@H]1CCCc2ccccc21	OPSIN
R-(−)-1-cyclohexyl ethyl amine	C[C@@H](N)C1CCCCC1	OPSIN
R-(−)-2-amino-1-propanol	C[C@@H](N)CO	OPSIN
R-(−)-2-methylpyrrolidine	C[C@@H]1CCCN1	OPSIN
R-(−)-glycidyl-3-nitrobenzenesulfonate	O=[N+]([O-])c1cccc(S(=O)(=O)OC[C@H]2CO2)c1	OPSIN
R-(−)-hexahydro-mandelic acid	O=C(O)[C@H](O)C1CCCCC1	OPSIN
R-(−)-hexahydromandelic acid	O=C(O)[C@H](O)C1CCCCC1	OPSIN
R-(−)-tetrahydrofurfurylamine	NC[C@H]1CCCO1	OPSIN
R-(−)-tetrahydronaphthylamine	N[C@@H]1CCCc2ccccc21	OPSIN
R-2-(N-((2R)-2-Amino-3-(2-naphthyl)propyl)-N-chloroacetylamino)-N-methyl-3-phenylpropionamide	CNC(=O)[C@@H](Cc1ccccc1)N(C[C@H](N)Cc1ccc2ccccc2c1)C(=O)CCl	OPSIN
R-2-hydroxy-4-phenylbutyric acid	O=C(O)[C@H](O)CCc1ccccc1	OPSIN
R-3-amino-pyrrolidine-1-carboxylic acid tert-butyl ester	CC(C)(C)OC(=O)N1CC[C@@H](N)C1	OPSIN
R-3-pyrrolidinol hydrochloride	Cl.O[C@@H]1CCNC1	OPSIN
R-4-tert-butoxy-2-cyclopropyl-4-oxobutanoic acid	CC(C)(C)OC(=O)C[C@@H](C(=O)O)C1CC1	OPSIN
R-[3-oxo-1-(2,4,5-trifluoro-benzyl)-3-(3-trifluoromethyl-5,6-dihydro-8H-imidazo[1,5-a]pyrazin-7-yl)-propyl]carbamic acid tert-butyl ester	CC(C)(C)OC(=O)N[C@@H](CC(=O)N1CCn2c(cnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F	OPSIN
R-alanine	C[C@@H](N)C(=O)O	OPSIN
R-hexahydromandelic acid	O=C(O)[C@H](O)C1CCCCC1	OPSIN
R-mandelic acid	O=C(O)[C@H](O)c1ccccc1	OPSIN
R-prolinamide	NC(=O)[C@H]1CCCN1	OPSIN
R-α-Methyl benzylamine	C[C@@H](N)c1ccccc1	OPSIN
Rhodium tris-triphenylphosphine chloride	[Cl-].[Cl-].[Cl-].[Rh+3].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
Sodium nitride	[N-3].[Na+].[Na+].[Na+]	OPSIN
Sodium t-Butylate	CC(C)(C)[O-].[Na+]	OPSIN
Sodium tert-butylat	CC(C)(C)[O-].[Na+]	OPSIN
Sodium tert.-butylat	CC(C)(C)[O-].[Na+]	OPSIN
TMS-ethyl	[CH2]C[Si](C)(C)C	OPSIN
Tetrahydrofuran-ethyl acetate	C1CCOC1.CCOC(C)=O	OPSIN
Tetrakis triphenylphosphane palladium (0)	[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
Tetrakis triphenylphosphine palladium(0)	[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
Tetrakis-triphenylphosphine palladium(0)	[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
Tetrakis-triphenylphosphine palladium-(0)	[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
Tetrazolyl	[c]1nnn[nH]1	OPSIN
Trans-(±)-5-(4-fluorophenyl)-2-(1-methyl-ethyl)-N,4-diphenyl-1-[2-(tetrahydro-4-hydroxy-6-oxo-2H-pyran-2-yl)ethyl]-1 H-pyrrole-3-carboxamide	CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@H]1C[C@H](O)CC(=O)O1	OPSIN
Tri(dibenzylideneacetone) dipalladium	O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Pd].[Pd]	OPSIN
Trimethylammonium (2S,5R)-3-(((tert-butyldimethylsilyl)oxy)methyl)-2-carbamoyl-7-oxo-1,6-diazabicyclo[3.2.1]oct-3-en-6-yl sulfate sodium salt	CC(C)(C)[Si](C)(C)OCC1=C[C@@H]2CN(C(=O)N2OS(=O)(=O)[O-])[C@@H]1C(N)=O.C[NH+](C)C.[Na]	OPSIN
Trinitromethyl	O=[N+]([O-])[C]([N+](=O)[O-])[N+](=O)[O-]	OPSIN
Triphenylene and N-bromosuccinimide	O=C1CCC(=O)N1Br.c1ccc2c(c1)c1ccccc1c1ccccc21	OPSIN
Tris dibenzylideneacetone dipalladium (0)	O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Pd].[Pd]	OPSIN
Tris(2-methoxyphenyl)phosphine	COc1ccccc1P(c1ccccc1OC)c1ccccc1OC	OPSIN
Tris(4-trifluoromethylphenyl) phosphine	FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1	OPSIN
Tris-(2-carboxylethyl)phosphine hydrochloride	Cl.O=C(O)CCP(CCC(=O)O)CCC(=O)O	OPSIN
Tris-(dibenzylidenaceton) dipalladium(0)	O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Pd].[Pd]	OPSIN
Tris-dibenzylideneacetone dipalladium (II)	O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Pd+2].[Pd+2]	OPSIN
Tris-imidazole sodium acetate	CC(=O)[O-].[Na+].c1c[nH]cn1.c1c[nH]cn1.c1c[nH]cn1	OPSIN
[(1R)-3-hydroxy-1-methylpropyl]oxy	C[C@@H]([O])CCO	OPSIN
[(3S,4S,5R,6S)-3,4,5-tribenzyl-oxy-6-[4-chloro-3-[[4-(2,2-difluoroethoxy)phenyl]methyl]phenyl]-2-(hydroxymethyl)-6-methoxy-tetrahydropyran-2-yl]methanol	CO[C@@]1(c2ccc(Cl)c(Cc3ccc(OCC(F)F)cc3)c2)OC(CO)(CO)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1	OPSIN
[1-14C]decanoic acid	CCCCCCCCC[14C](=O)O	OPSIN
[11C]-methyl iodide	[11CH3]I	OPSIN
[13C6]-Benzene	[13cH]1[13cH][13cH][13cH][13cH][13cH]1	OPSIN
[6-3H]galactose	[3H]C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C=O	OPSIN
[9,10-3H]palmitic acid	[3H]C(CCCCCC)C([3H])CCCCCCCC(=O)O	OPSIN
[I,I-Bis(trifluoroacetoxy)iodo]benzene	O=C(OI(OC(=O)C(F)(F)F)c1ccccc1)C(F)(F)F	OPSIN
acenaphthylene heptacarbonyl ruthenium	C1=Cc2cccc3cccc1c23.O=[C]=[Ru](=[C]=O)(=[C]=O)(=[C]=O)(=[C]=O)(=[C]=O)=[C]=O	OPSIN
acetamidrazone hydriodide	CC(=N)NN.I	OPSIN
acetamino	CC([NH])=O	OPSIN
acetoacetyl	CC(=O)C[C]=O	OPSIN
acetyl genistin	CC(=O)OC[C@H]1O[C@@H](Oc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)[C@H](O)[C@@H](O)[C@@H]1O	OPSIN
acetylthio	CC(=O)[S]	OPSIN
acroyl chloride	C=CC(=O)Cl	OPSIN
acryl	C=C[C]=O	OPSIN
allyloxycarbonyl	C=CCO[C]=O	OPSIN
alumina acetone	C[C](=O)[AlH2]	OPSIN
alumina chloroform	[Cl][Al]([Cl])[Cl]	OPSIN
alumina ethyl acetate methanol	CO.[CH3][AlH][O]C(C)=O	OPSIN
amino ethyl	[CH2]CN	OPSIN
aminoazo	[N]=NN	OPSIN
anthracenyl-methyl	[CH2]c1cccc2cc3ccccc3cc12	OPSIN
arabinofuranosyl	OC[C@H]1O[CH][C@@H](O)[C@@H]1O	OPSIN
argentic oxide	[Ag+2].[O-2]	OPSIN
azidomethyl	[CH2]N=[N+]=[N-]	OPSIN
benzamidomethylthio	O=C(NC[S])c1ccccc1	OPSIN
benzene	c1ccccc1	OPSIN
benzyl glycinate, p-toluenesulfonic acid salt	Cc1ccc(S(=O)(=O)O)cc1.NCC(=O)OCc1ccccc1	OPSIN
benzyl methylene	[CH]Cc1ccccc1	OPSIN
bicyclo[2.2.1]-2-hepten-2-ylboronic acid	OB(O)C1=CC2CCC1C2	OPSIN
bis methoxymethyl	CO[CH]OC	OPSIN
bis trimethyl-silyl trifluoroacetamide	C[Si](C)(C)N(C(=O)C(F)(F)F)[Si](C)(C)C	OPSIN
bis triphenylphosphine palladium	[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
bis triphenylphosphine palladium (II) chloride	[Cl][Pd][Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
bis triphenylphosphine palladium(II) dichloride	[Cl][Pd][Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
bis triphenylphosphine palladiumdichloride	[Cl][Pd][Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
bis(2,6-di-t-butyl-4-methylphenyl)pentaerythritol di-phosphite	Cc1cc(C(C)(C)C)c(C(O)(c2c(C(C)(C)C)cc(C)cc2C(C)(C)C)C(CO)(CO)CO)c(C(C)(C)C)c1.OP(O)O.OP(O)O	OPSIN
bis(2-heptylundecyl) phosphoric chloride	CCCCCCCCCC(CCCCCCC)COP(=O)(Cl)OCC(CCCCCCC)CCCCCCCCC	OPSIN
bis(benzylideneacetone) palladium(0)	CC(=O)C=Cc1ccccc1.CC(=O)C=Cc1ccccc1.[Pd]	OPSIN
bis(di-tert-butyl(4-ethylaminophenyl)phosphine) dichloropalladium(ii)	CCNc1ccc(P(C(C)(C)C)C(C)(C)C)cc1.CCNc1ccc(P(C(C)(C)C)C(C)(C)C)cc1.[Cl][Pd][Cl]	OPSIN
bis(diphenylphosphinoethane) nickel dichloride	CCP(c1ccccc1)c1ccccc1.CCP(c1ccccc1)c1ccccc1.[Cl][Ni][Cl]	OPSIN
bis(diphenylphosphinoferrocene) palladium dichloride	[Cl][Pd][Cl].[Fe+2].[Fe+2].c1cc[cH-]c1.c1cc[cH-]c1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1	OPSIN
bis(p-chlorophenyl) methyl n-butyl sulfoxide	CCCCS(=O)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1	OPSIN
bis(tri-t-butyl-phosphine) palladium	CC(C)(C)P(C(C)(C)C)C(C)(C)C.CC(C)(C)P(C(C)(C)C)C(C)(C)C.[Pd]	OPSIN
bis(tricyclohexylphosphine) benzylidene-ruthenium(IV) dichloride	C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.[Cl][Ru]([Cl])=[CH]c1ccccc1	OPSIN
bis(trifluoromethanesulfonic)anhydride	O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F	OPSIN
bis(trimethylaluminum) 1,4-diazabicyclo[2.2.2]-octane	C1CN2CCN1CC2.[CH3][Al]([CH3])[CH3].[CH3][Al]([CH3])[CH3]	OPSIN
bis(triscyclohexyl-phosphine) palladium(II) dichloride	C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.[Cl][Pd][Cl]	OPSIN
bis-dibenzylideneaceton palladium (0)	O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Pd]	OPSIN
bis-dichlorotriphenylphosphine palladium(II)	Clc1cccc(P(c2ccccc2)c2ccccc2)c1Cl.Clc1cccc(P(c2ccccc2)c2ccccc2)c1Cl.[Pd+2]	OPSIN
bis-maleate phthalate	O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O.O=C(O)c1ccccc1C(=O)O	OPSIN
bis-tri-tert-butylphosphine palladium (0)	CC(C)(C)P(C(C)(C)C)C(C)(C)C.CC(C)(C)P(C(C)(C)C)C(C)(C)C.[Pd]	OPSIN
bis-trifluoroacetic anhydride	O=C(OC(=O)C(F)(F)F)C(F)(F)F	OPSIN
bis-triphenyl phosphine palladium (II) chloride	[Cl][Pd][Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
bis-triphenylphosphane palladium(II)-chloride	[Cl][Pd][Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
bis-triphenylphosphine palladium	[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
bis-triphenylphosphine palladium(II)-dichloride	[Cl][Pd][Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
bis-triphenylphosphine palladium-dichloride	[Cl][Pd][Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
bisdichloro(triphenylphosphine) palladium	Clc1cccc(P(c2ccccc2)c2ccccc2)c1Cl.Clc1cccc(P(c2ccccc2)c2ccccc2)c1Cl.[Pd]	OPSIN
bistetrabutyl ammonium chromate	CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC.[O]=[Cr](=[O])([O-])[O-]	OPSIN
bistriphenyl phosphine palladium dichloride	[Cl][Pd][Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
bistriphenylphosphine dichloride	[Cl-].[Cl-].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
bistriphenylphosphine palladium (II) dichloride	[Cl][Pd][Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
bistriphenylphosphine palladium diacetate	CC(=O)[O-].CC(=O)[O-].[Pd+2].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
bistriphenylphosphine palladiumdichloride	[Cl][Pd][Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
bromoacetyl	O=[C]CBr	OPSIN
bromoethyl	[CH2]CBr	OPSIN
butanol-toluene	CCCCO.Cc1ccccc1	OPSIN
butyloxycarbonyl	CCCCO[C]=O	OPSIN
calcium tert-butylate	CC(C)(C)[O-].CC(C)(C)[O-].[Ca+2]	OPSIN
camphorylsulfonyloxaziridine	CC1([C]=O)CCC(C(=O)S(=O)(=O)N2CO2)C1(C)C	OPSIN
carbamoyl	N[C]=O	OPSIN
carbamyl	N[C]=O	OPSIN
carbethoxy	CCO[C]=O	OPSIN
carbobenzoxy	O=[C]OCc1ccccc1	OPSIN
carbomethoxy	CO[C]=O	OPSIN
carboxyethyl	[CH2]CC(=O)O	OPSIN
carboxyl carbonyl	O=[C]C(=O)O	OPSIN
carboxyl chloride	O=C(O)Cl	OPSIN
chloroacetyl	O=[C]CCl	OPSIN
chloroform methanol-dioxan	C1COCCO1.CO.ClC(Cl)Cl	OPSIN
chlorosulfonyl	O=[S](=O)Cl	OPSIN
chromic sulfate	O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Cr+3].[Cr+3]	OPSIN
chromic sulfate hydrate	O.O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Cr+3].[Cr+3]	OPSIN
chromium trioxide dipyridine	[Cr+6].[O-2].[O-2].[O-2].c1ccncc1.c1ccncc1	OPSIN
cis 1-methyl-3-(2-methylpropyl)cyclohexan-1-ol	CC(C)C[C@H]1CCC[C@@](C)(O)C1	OPSIN
cis-1-benzyl-3-methyl-4-hydroxy-4-(2-methylbenzofur-7-yl)piperidine	Cc1cc2cccc([C@]3(O)CCN(Cc4ccccc4)C[C@H]3C)c2o1	OPSIN
cis-1-phenyl-2-phospholanemethanol-1-oxide	O=[P@@]1(c2ccccc2)CCC[C@H]1CO	OPSIN
cis-N-{4-[4-{4-[2-(2,4-dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-ylmethoxy]phenyl}-1-piperazinyl]phenyl}hydrazinecarboxamide	NNC(=O)Nc1ccc(N2CCN(c3ccc(OC[C@H]4CO[C@](Cn5ccnc5)(c5ccc(Cl)cc5Cl)O4)cc3)CC2)cc1	OPSIN
cobaltic oxide	[O]=[Co+]	OPSIN
cobaltous 2-ethyl hexanoate	CCCCCC(=O)OCC.[Co+2]	OPSIN
cobaltous carbonate	O=C([O-])[O-].[Co+2]	OPSIN
cobaltous trifluoroacetate tetrahydrate	O.O.O.O.O=C([O-])C(F)(F)F.O=C([O-])C(F)(F)F.[Co+2]	OPSIN
cupric carbonate dihydroxide	O=C([O-])[O-].[Cu+2].[Cu+2].[OH-].[OH-]	OPSIN
cupric fluoride dihydrate	O.O.[F][Cu][F]	OPSIN
cupric sulfate monohydrate	O.O=S(=O)([O-])[O-].[Cu+2]	OPSIN
cupric sulfide	[S]=[Cu]	OPSIN
cupric(II)-acetate	CC(=O)[O-].CC(=O)[O-].[Cu+2]	OPSIN
cuprous bromid	[Cu][Br]	OPSIN
cuprous bromide dimethyl sulfide	CSC.[Cu][Br]	OPSIN
cuprous bromide dimethylsulfide	CSC.[Cu][Br]	OPSIN
cuprous hydrochloride	Cl.[Cu+]	OPSIN
cuprous iodide trimethyl phosphite	COP(OC)OC.[Cu][I]	OPSIN
cuprous iodide-	[Cu][I]	OPSIN
cuprous sulfate sulfuric acid	O=S(=O)(O)O.O=S(=O)([O-])[O-].[Cu+].[Cu+]	OPSIN
cuprous(I) iodide	[Cu][I]	OPSIN
cyanobenzoyl	N#Cc1ccccc1[C]=O	OPSIN
cyanomethyl	[CH2]C#N	OPSIN
cyanomethylamino	N#CC[NH]	OPSIN
cyclobutyl	[CH]1CCC1	OPSIN
cyclooctyl	[CH]1CCCCCCC1	OPSIN
cyclopropyl carbonic acid chloride	O=C(Cl)OC1CC1	OPSIN
deazahypoxanthine	O=C1CC=Nc2nc[nH]c21	OPSIN
di(triphenylphosphine) palladium	[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
di-iso-propylazodicarboxylate	CC(C)OC(=O)N=NC(=O)OC(C)C	OPSIN
di-nitrogen	N#N	OPSIN
di-t-butylazo dicarboxylate	CC(C)(C)OC(=O)N=NC(=O)OC(C)(C)C	OPSIN
di-t-butylnitroxide	CC(C)(C)N([O])C(C)(C)C	OPSIN
di-triphenylphosphine palladium(II) chloride	[Cl][Pd][Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
diazabicyclo octane	C1CCCC(N2CCCCCCN2)CCC1	OPSIN
diazabicyclo-undecene	C1=C(C2=NNCCCCCCCC2)CCCCCCCCC1	OPSIN
diazabicyclo[5,4,0]-7-undecene	C1=C2CCCCNN2CCC1	OPSIN
diazabicyclo[5.4.0]-7-undecene	C1=C2CCCCNN2CCC1	OPSIN
diazoacetyl	[N-]=[N+]=C[C]=O	OPSIN
dibromomethyl	Br[CH]Br	OPSIN
dichloride palladium(ii)	[Cl-].[Cl-].[Pd+2]	OPSIN
dichloride succinate	O=C([O-])CCC(=O)[O-].[Cl-].[Cl-]	OPSIN
dichlorocarbene	Cl[C]Cl	OPSIN
dichloromethane tetrahydrofuran-ethyl acetate	C1CCOC1.CCOC(C)=O.ClCCl	OPSIN
dichloromethylene methanol	OC=C(Cl)Cl	OPSIN
dichloropalladium bistriphenylphosphine	[Cl][Pd][Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
dichloropalladium(II) bistriphenylphosphine	[Cl][Pd][Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
dicyclohexyl carbonyl urea	O=C(NC(=O)C1CCCCC1)NC(=O)C1CCCCC1	OPSIN
diethane hexane	CC.CC.CCCCCC	OPSIN
diethanol adipic acid	CCO.CCO.O=C(O)CCCCC(=O)O	OPSIN
diethyl acetyl	CCC([C]=O)CC	OPSIN
diethyl ether ethyl acetate	CCOC(C)=O.CCOCC	OPSIN
diethyl ethyl	CC[C](C)CC	OPSIN
diethylamine 6-(1-aminocyclohexanecarboxamido)penicillanate	CC1(C)S[C@@H]2C(NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O.CCNCC	OPSIN
diethylphosphoric acid ethyl ester	CCOP(=O)(OCC)OCC	OPSIN
difluorotriazinyl	Fc1n[c]nc(F)n1	OPSIN
dihydropyridyl	C1=CC[N]C=C1	OPSIN
dihydroxyethylenepropylene	[CH2]CC(O)(O)[CH]C	OPSIN
diisopropylazodi-carboxylate	CC(C)OC(=O)N=NC(=O)OC(C)C	OPSIN
dimethoxybenzyl	CO[C](OC)c1ccccc1	OPSIN
dimethyl (1R)-1-[(N-benzyl-oxycarbonyl-L-alanyl)]-benzylphosphonate	COP(=O)(C[C@@]1(C(=O)[C@H](C)NC(=O)OCc2ccccc2)C=CC=CC1)OC	OPSIN
dimethyl formamide	CN(C)C=O	OPSIN
dimethyl siloxane	C[Si](C)[O]	OPSIN
dimethyl-ethoxy-magnesium-malonate	CC(C)(C)[O][Mg+2].O=C([O-])CC(=O)[O-]	OPSIN
dimethylaminosulfonyl	CN(C)[S](=O)=O	OPSIN
dimethylazodicarboxylate	COC(=O)N=NC(=O)OC	OPSIN
dimethylsilyl	C[SiH]C	OPSIN
dimorpholine methane	C.C1COCCN1.C1COCCN1	OPSIN
dinitrogen	N#N	OPSIN
diphenyl phosphoric acid azide	[N-]=[N+]=NP(=O)(Oc1ccccc1)Oc1ccccc1	OPSIN
dipyridine chromium-(VI)-oxide	[Cr+6].[O-2].[O-2].[O-2].c1ccncc1.c1ccncc1	OPSIN
ditertbutylazodicarboxylate	CC(C)(C)OC(=O)N=NC(=O)OC(C)(C)C	OPSIN
ditriphenylphosphine palladium (II) dichloride	[Cl][Pd][Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
ethanol	CCO	OPSIN
ethanolamine	NCCO	OPSIN
ethoxy ethylene malononitrile	C=COCC.N#CCC#N	OPSIN
ethoxy-carbonyl	CCO[C]=O	OPSIN
ethoxycarbonyl	CCO[C]=O	OPSIN
ethoxyethyl	[CH2]COCC	OPSIN
ethoxymagnesium ethyl malonate	CCOC(=O)CC(=O)[O-].CC[O][Mg+]	OPSIN
ethoxymethyl	[CH2]OCC	OPSIN
ethoxyvinyl	[CH]=COCC	OPSIN
ethyl 2-ethoxy	CCCC[O]	OPSIN
ethyl R-(+)-3-butyryloxypentanate	CCCC(=O)O[C@H](CC)CC(=O)OCC	OPSIN
ethyl acetate dichloroform	CCOC(C)=O.ClC(Cl)Cl.ClC(Cl)Cl	OPSIN
ethyl oxalic acid chloride	CCOC(=O)C(=O)Cl	OPSIN
ethyl thionoformate	CCOC=S	OPSIN
ethylbenzyl	CC[CH]c1ccccc1	OPSIN
ethylene and vinyl chloride	C=C.C=CCl	OPSIN
ethylene-propylene	[CH2]CC[CH]C	OPSIN
ferric acetate	CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Fe+3]	OPSIN
ferric bromide	[Br][Fe]([Br])[Br]	OPSIN
ferric chloride trihydrate	O.O.O.[Cl][Fe]([Cl])[Cl]	OPSIN
ferric chloride-hexahydrate	O.O.O.O.O.O.[Cl][Fe]([Cl])[Cl]	OPSIN
ferric citrate	O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Fe+3]	OPSIN
ferric sulfate heptahydrate	O.O.O.O.O.O.O.O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Fe+3].[Fe+3]	OPSIN
ferric sulfate pentahydrate	O.O.O.O.O.O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Fe+3].[Fe+3]	OPSIN
